-------------------------------------------------------------------------------
VortoNeX v2 - geometry file -
-------------------------------------------------------------------------------
146 288   # of nodes and elements
# Nodes coordinates
1	0.0000	-0.5000	0.0000
2	0.0000	-0.4830	0.1294
3	0.0000	-0.4830	-0.1294
4	-0.1294	-0.4830	0.0000
5	0.1294	-0.4830	0.0000
6	0.1522	-0.4510	0.1531
7	-0.1531	-0.4510	0.1522
8	-0.1522	-0.4510	-0.1531
9	0.1522	-0.4510	-0.1531
10	-0.2500	-0.4330	0.0000
11	0.0000	-0.4330	-0.2500
12	0.0000	-0.4330	0.2500
13	0.2500	-0.4330	0.0000
14	-0.2802	-0.3829	-0.1577
15	0.2802	-0.3829	0.1577
16	-0.1577	-0.3829	0.2802
17	-0.1577	-0.3829	-0.2802
18	-0.2802	-0.3829	0.1577
19	0.1577	-0.3829	0.2802
20	0.1577	-0.3829	-0.2802
21	0.2802	-0.3829	-0.1577
22	-0.3536	-0.3536	0.0000
23	0.0000	-0.3536	-0.3536
24	0.3536	-0.3536	0.0000
25	0.0000	-0.3536	0.3536
26	-0.2887	-0.2887	-0.2887
27	-0.2887	-0.2887	0.2887
28	0.2887	-0.2887	0.2887
29	0.2887	-0.2887	-0.2887
30	-0.3810	-0.2817	-0.1598
31	-0.1598	-0.2817	-0.3810
32	0.3810	-0.2817	0.1598
33	-0.3810	-0.2817	0.1598
34	-0.1598	-0.2817	0.3810
35	0.1598	-0.2817	0.3810
36	0.1598	-0.2817	-0.3810
37	0.3810	-0.2817	-0.1598
38	0.0000	-0.2500	-0.4330
39	-0.4330	-0.2500	0.0000
40	0.4330	-0.2500	0.0000
41	0.0000	-0.2500	0.4330
42	-0.2843	-0.1551	-0.3809
43	-0.3809	-0.1551	0.2843
44	0.2843	-0.1551	0.3809
45	-0.3809	-0.1551	-0.2843
46	0.3809	-0.1551	0.2843
47	-0.2843	-0.1551	0.3809
48	0.2843	-0.1551	-0.3809
49	0.3809	-0.1551	-0.2843
50	-0.1589	-0.1527	-0.4488
51	-0.4488	-0.1527	0.1589
52	0.1589	-0.1527	0.4488
53	-0.4488	-0.1527	-0.1589
54	0.4488	-0.1527	0.1589
55	-0.1589	-0.1527	0.4488
56	0.1589	-0.1527	-0.4488
57	0.4488	-0.1527	-0.1589
58	0.0000	-0.1294	0.4830
59	-0.4830	-0.1294	0.0000
60	0.4830	-0.1294	0.0000
61	0.0000	-0.1294	-0.4830
62	0.1294	0.0000	0.4830
63	-0.1294	0.0000	-0.4830
64	-0.4830	0.0000	0.1294
65	-0.2500	0.0000	0.4330
66	-0.4330	0.0000	-0.2500
67	0.4330	0.0000	0.2500
68	0.3536	0.0000	0.3536
69	-0.3536	0.0000	-0.3536
70	-0.3536	0.0000	0.3536
71	0.2500	0.0000	0.4330
72	-0.2500	0.0000	-0.4330
73	-0.4330	0.0000	0.2500
74	0.1294	0.0000	-0.4830
75	0.4830	0.0000	-0.1294
76	0.4330	0.0000	-0.2500
77	0.2500	0.0000	-0.4330
78	0.0000	0.0000	0.5000
79	-0.5000	0.0000	0.0000
80	0.5000	0.0000	0.0000
81	0.3536	0.0000	-0.3536
82	0.0000	0.0000	-0.5000
83	-0.1294	0.0000	0.4830
84	-0.4830	0.0000	-0.1294
85	0.4830	0.0000	0.1294
86	0.0000	0.1294	0.4830
87	0.4830	0.1294	0.0000
88	-0.4830	0.1294	0.0000
89	0.0000	0.1294	-0.4830
90	0.1589	0.1527	-0.4488
91	0.4488	0.1527	-0.1589
92	-0.4488	0.1527	-0.1589
93	0.4488	0.1527	0.1589
94	-0.1589	0.1527	0.4488
95	-0.1589	0.1527	-0.4488
96	-0.4488	0.1527	0.1589
97	0.1589	0.1527	0.4488
98	0.2851	0.1560	0.3800
99	-0.2851	0.1560	-0.3800
100	0.3800	0.1560	0.2851
101	-0.3800	0.1560	0.2851
102	0.2851	0.1560	-0.3800
103	-0.2851	0.1560	0.3800
104	-0.3800	0.1560	-0.2851
105	0.3800	0.1560	-0.2851
106	0.0000	0.2500	0.4330
107	0.4330	0.2500	0.0000
108	-0.4330	0.2500	0.0000
109	0.0000	0.2500	-0.4330
110	0.1598	0.2817	-0.3810
111	0.3810	0.2817	-0.1598
112	-0.3810	0.2817	-0.1598
113	0.3810	0.2817	0.1598
114	-0.1598	0.2817	0.3810
115	-0.1598	0.2817	-0.3810
116	-0.3810	0.2817	0.1598
117	0.1598	0.2817	0.3810
118	0.2888	0.2892	0.2881
119	-0.2888	0.2892	-0.2881
120	-0.2881	0.2892	0.2888
121	0.2888	0.2892	-0.2881
122	0.0000	0.3536	-0.3536
123	-0.3536	0.3536	0.0000
124	0.3536	0.3536	0.0000
125	0.0000	0.3536	0.3536
126	0.1577	0.3829	-0.2802
127	0.2802	0.3829	-0.1577
128	-0.1577	0.3829	-0.2802
129	-0.2802	0.3829	0.1577
130	0.1577	0.3829	0.2802
131	-0.2802	0.3829	-0.1577
