128	2	3	1	5
# Trailing edges
192
1	3
2	1
2	4
2	8
3	11
3	2
3	7
3	5
4	1
4	8
4	5
4	6
5	1
5	6
6	13
6	16
6	20
7	21
7	13
7	5
8	12
8	14
8	19
9	3
9	2
9	10
10	2
10	8
10	19
11	24
11	9
11	17
11	7
12	4
12	14
12	6
12	20
13	5
13	16
14	23
14	28
14	30
15	9
15	10
15	22
16	25
16	26
16	31
17	29
17	21
17	7
18	11
18	9
18	15
19	14
19	30
19	39
20	16
20	31
20	41
21	40
21	25
21	13
22	10
22	19
22	39
23	12
23	28
23	20
23	41
24	36
24	18
24	27
24	17
25	13
25	26
26	31
26	43
27	29
27	17
28	30
28	44
29	40
29	21
30	39
30	50
31	41
31	48
32	36
32	46
32	24
32	18
33	35
33	45
33	15
33	22
34	33
34	22
35	32
35	47
35	18
35	15
36	42
36	27
37	28
37	23
38	26
38	25
39	34
39	53
40	38
40	25
41	37
41	52
42	32
42	46
42	55
42	49
42	27
43	38
43	40
44	37
44	41
44	52
45	34
45	39
45	53
46	35
46	47
46	58
47	33
47	45
47	56
48	26
48	43
48	57
49	51
49	29
49	27
50	28
50	44
50	54
51	43
51	40
51	29
52	31
52	48
52	60
53	30
53	50
53	61
54	44
54	52
54	60
55	46
55	58
55	62
55	59
55	49
56	45
56	53
56	61
57	43
57	51
58	47
58	56
58	64
59	57
59	51
59	49
60	48
60	57
60	65
61	50
61	54
61	63
62	58
62	64
62	66
62	65
62	59
63	54
63	60
63	65
64	56
64	61
64	63
65	57
65	59
66	64
66	63
66	65

-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
end of file
