-------------------------------------------------------------------------------
VortoNeX v2 - geometry file -
-------------------------------------------------------------------------------
66 128   # of nodes and elements
# Nodes coordinates
1	0.0000	0.5000	0.0000
2	0.0000	0.4619	-0.1913
3	0.1913	0.4619	0.0000
4	-0.1913	0.4619	0.0000
5	0.0000	0.4619	0.1913
6	-0.2247	0.3861	0.2247
7	0.2247	0.3861	0.2247
8	-0.2247	0.3861	-0.2247
9	0.2247	0.3861	-0.2247
10	0.0000	0.3536	-0.3536
11	0.3536	0.3536	0.0000
12	-0.3536	0.3536	0.0000
13	0.0000	0.3536	0.3536
14	-0.3839	0.2246	-0.2284
15	0.2284	0.2246	-0.3839
16	-0.2284	0.2246	0.3839
17	0.3839	0.2246	0.2284
18	0.3839	0.2246	-0.2284
19	-0.2284	0.2246	-0.3839
20	-0.3839	0.2246	0.2284
21	0.2284	0.2246	0.3839
22	0.0000	0.1913	-0.4619
23	-0.4619	0.1913	0.0000
24	0.4619	0.1913	0.0000
25	0.0000	0.1913	0.4619
26	-0.1913	0.0000	0.4619
27	0.4619	0.0000	0.1913
28	-0.4619	0.0000	-0.1913
29	0.3536	0.0000	0.3536
30	-0.3536	0.0000	-0.3536
31	-0.3536	0.0000	0.3536
32	0.4619	0.0000	-0.1913
33	0.1913	0.0000	-0.4619
34	0.0000	0.0000	-0.5000
35	0.3536	0.0000	-0.3536
36	0.5000	0.0000	0.0000
37	-0.5000	0.0000	0.0000
38	0.0000	0.0000	0.5000
39	-0.1913	0.0000	-0.4619
40	0.1913	0.0000	0.4619
41	-0.4619	0.0000	0.1913
42	0.4619	-0.1913	0.0000
43	0.0000	-0.1913	0.4619
44	-0.4619	-0.1913	0.0000
45	0.0000	-0.1913	-0.4619
46	0.3838	-0.2246	-0.2285
47	0.2285	-0.2246	-0.3838
48	-0.2285	-0.2246	0.3838
49	0.3838	-0.2246	0.2285
50	-0.3838	-0.2246	-0.2285
51	0.2285	-0.2246	0.3838
52	-0.3838	-0.2246	0.2285
53	-0.2285	-0.2246	-0.3838
54	-0.3536	-0.3536	0.0000
55	0.3536	-0.3536	0.0000
56	0.0000	-0.3536	-0.3536
57	0.0000	-0.3536	0.3536
58	0.2246	-0.3861	-0.2246
59	0.2246	-0.3861	0.2246
60	-0.2246	-0.3861	0.2246
61	-0.2246	-0.3861	-0.2246
62	0.1913	-0.4619	0.0000
63	-0.1913	-0.4619	0.0000
64	0.0000	-0.4619	-0.1913
65	0.0000	-0.4619	0.1913
66	0.0000	-0.5000	0.0000
# Elements
1	2	36	42	32
2	2	32	46	35
3	2	32	42	46
4	2	42	55	46
5	2	35	47	33
6	2	35	46	47
7	2	46	58	47
8	2	46	55	58
9	2	55	62	58
10	2	33	45	34
11	2	33	47	45
12	2	47	56	45
13	2	47	58	56
14	2	58	64	56
15	2	58	62	64
16	2	62	66	64
17	2	36	32	24
18	2	24	18	11
19	2	24	32	18
20	2	32	35	18
21	2	11	9	3
22	2	11	18	9
23	2	18	15	9
24	2	18	35	15
25	2	35	33	15
26	2	3	2	1
27	2	3	9	2
28	2	9	10	2
29	2	9	15	10
30	2	15	22	10
31	2	15	33	22
32	2	33	34	22
33	2	34	45	39
34	2	39	53	30
35	2	39	45	53
36	2	45	56	53
37	2	30	50	28
38	2	30	53	50
39	2	53	61	50
40	2	53	56	61
41	2	56	64	61
42	2	28	44	37
43	2	28	50	44
44	2	50	54	44
45	2	50	61	54
46	2	61	63	54
47	2	61	64	63
48	2	64	66	63
49	2	1	2	4
50	2	4	8	12
51	2	4	2	8
52	2	2	10	8
53	2	12	14	23
54	2	12	8	14
55	2	8	19	14
56	2	8	10	19
57	2	10	22	19
58	2	23	28	37
59	2	23	14	28
60	2	14	30	28
61	2	14	19	30
62	2	19	39	30
63	2	19	22	39
64	2	22	34	39
65	2	37	44	41
66	2	41	52	31
67	2	41	44	52
68	2	44	54	52
69	2	31	48	26
70	2	31	52	48
71	2	52	60	48
72	2	52	54	60
73	2	54	63	60
74	2	26	43	38
75	2	26	48	43
76	2	48	57	43
77	2	48	60	57
78	2	60	65	57
79	2	60	63	65
80	2	63	66	65
81	2	1	4	5
82	2	5	6	13
83	2	5	4	6
84	2	4	12	6
85	2	13	16	25
86	2	13	6	16
87	2	6	20	16
88	2	6	12	20
89	2	12	23	20
90	2	25	26	38
91	2	25	16	26
92	2	16	31	26
93	2	16	20	31
94	2	20	41	31
95	2	20	23	41
96	2	23	37	41
97	2	66	62	65
98	2	65	59	57
99	2	65	62	59
100	2	62	55	59
101	2	57	51	43
102	2	57	59	51
103	2	59	49	51
104	2	59	55	49
105	2	55	42	49
106	2	43	40	38
107	2	43	51	40
108	2	51	29	40
109	2	51	49	29
110	2	49	27	29
111	2	49	42	27
112	2	42	36	27
113	2	36	24	27
114	2	27	17	29
115	2	27	24	17
116	2	24	11	17
117	2	29	21	40
118	2	29	17	21
119	2	17	7	21
120	2	17	11	7
121	2	11	3	7
122	2	40	25	38
123	2	40	21	25
124	2	21	13	25
125	2	21	7	13
126	2	7	5	13
127	2	7	3	5
