-------------------------------------------------------------------------------
VortoNeX v2 - geometry file -
-------------------------------------------------------------------------------
102 200   # of nodes and elements
# Nodes coordinates
1	-0.2306	0.2388	-0.3739
2	-0.3495	0.2533	-0.2523
3	-0.0770	0.2119	-0.4463
4	-0.2282	0.3804	-0.2308
5	-0.0690	0.3562	-0.3440
6	-0.3413	0.0702	-0.3586
7	-0.2148	0.0510	-0.4486
8	-0.4344	0.0826	-0.2335
9	-0.0673	0.0268	-0.4947
10	-0.0717	0.4537	-0.1976
11	-0.3421	0.3597	-0.0603
12	0.1205	0.2894	-0.3895
13	-0.4348	0.2347	-0.0767
14	0.1090	0.1522	-0.4636
15	-0.2932	-0.1246	-0.3854
16	-0.2159	0.4494	-0.0381
17	0.1202	0.3984	-0.2772
18	-0.4118	-0.1053	-0.2633
19	-0.1392	-0.1467	-0.4573
20	-0.4849	0.0868	-0.0855
21	0.0868	0.0000	-0.4924
22	-0.0685	0.4951	-0.0121
23	0.1082	0.4683	-0.1378
24	-0.4876	-0.0696	-0.0860
25	0.0562	-0.1522	-0.4730
26	-0.4147	0.2533	0.1175
27	0.2873	0.1467	-0.3820
28	-0.3406	-0.2669	-0.2506
29	-0.1814	-0.2910	-0.3639
30	-0.2933	0.3804	0.1388
31	0.2949	0.2910	-0.2799
32	-0.4880	0.0826	0.0708
33	0.2324	-0.0268	-0.4419
34	0.0855	0.4924	0.0151
35	-0.1350	0.4537	0.1612
36	-0.4426	-0.2192	-0.0780
37	0.2816	0.3904	-0.1353
38	0.0200	-0.2894	-0.4072
39	-0.4770	-0.1053	0.1065
40	0.2249	-0.2119	-0.3930
41	-0.2183	-0.3904	-0.2235
42	0.0545	0.4683	0.1665
43	0.2312	0.4415	0.0408
44	-0.4433	0.0702	0.2203
45	0.3553	-0.0510	-0.3481
46	-0.3439	0.2386	0.2735
47	0.4076	0.1245	-0.2614
48	-0.3542	-0.3473	-0.0625
49	-0.0181	-0.3984	-0.3016
50	-0.1825	0.3562	0.2997
51	0.4057	0.2669	-0.1190
52	-0.4057	-0.2669	0.1190
53	0.1825	-0.3562	-0.2997
54	0.0181	0.3984	0.3016
55	0.3542	0.3473	0.0625
56	-0.4073	-0.1246	0.2619
57	0.3442	-0.2388	-0.2730
58	-0.3553	0.0510	0.3481
59	0.4433	-0.0702	-0.2203
